source,name,sku,price,old_price,unit,stock,url,images,colors,category,subcategory,scraped_at,attr_thickness_mm,attr_country,attr_manufacturer
akm,"Металочерепиця Monterrey Корея Dongbu V-МАТ 0,45мм",3005,269,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-koreya-dongbu-v-mat-0-45/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-V-mat-9005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-V-mat-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8019-mat-175x175.jpg,[object Object],Металочерепиця,Monterrey,2026-02-08T07:25:35.783Z,0.45,Корея,Dongbu
akm,"Металочерепиця Monterrey Словаччина (USS Kosice) МАТ 0,45мм",1045,273,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-slovakiya-uss-mat-045mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-8004-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-AL-ZM-DS-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6005-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:35.937Z,0.45,Словаччина,USS Kosice
akm,"Металочерепиця Monterrey Україна РЕ 0,40мм",3000,209,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-ukraina-re-0-40/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-re-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-IN-ZM-DS-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:36.175Z,0.40,Україна,Україна
akm,"Металочерепиця Monterrey Україна РЕ 0,43мм",3617,220,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/metallocherepica-ukraina-0-43/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-re-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-DS-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:36.541Z,0.43,Україна,Україна
akm,"Металочерепиця Monterrey Україна РЕ 0,45мм",0008,228,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-ukraina-re-045mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-re-9006-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-IN-BS-AL-ZM-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3011-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3011-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-5005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-5005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1003-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1003-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7004-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7004-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:37.735Z,0.45,Україна,Україна
akm,"Металочерепиця Monterrey Китай (Sutor) МАТ 0,40мм",1048,186,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-kitaj-mat-040mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-BS-AL-ZM-DS-GR-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-3005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-3005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6020-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6020-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:41.241Z,0.40,Китай,Sutor
akm,"Металочерепиця Monterrey Китай (Sutor) МАТ 0,45мм",1050,198,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-kitaj-mat-045mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-3005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-BS-AL-DS-GR-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6020-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6020-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8004-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8004-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:41.670Z,0.45,Китай,Sutor
akm,"Металочерепиця Monterrey Китай (Sutor) РЕ 0,40мм",0003,182,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-kitaj-re-040mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-re-3005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-IN-BS-AL-ZM-DS-GR-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-5005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-5005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:42.090Z,0.40,Китай,Sutor
akm,"Металочерепиця Monterrey Корея (Dongbu) РЕ 0,45мм",2805,277,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/koreya-dongbu-re-0-45/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-8019-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-ZM-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-5005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-5005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7004-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7004-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9003-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-1015-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:42.665Z,0.45,Корея,Dongbu
akm,"Металочерепиця Monterrey Корея Dongbu V-МАТ 0,42мм",3006,267,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-koreya-dongbu-v-mat-0-42/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-V-mat-7024-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-V-mat-6005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8019-mat-175x175.jpg,[object Object],Металочерепиця,Monterrey,2026-02-08T07:25:42.730Z,0.42,Корея,Dongbu
akm,"Металочерепиця Monterrey Корея Dongbu V-МАТ 0,50мм",3004,299,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-koreya-dongbu-v-mat-0-50/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-V-mat-8019-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-V-mat-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-voestalpine-9005-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:42.905Z,0.50,Корея,Dongbu
akm,"Металочерепиця Monterrey Корея Dongbu МАТ 0,42мм",3003,234,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-koreya-dongbu-mat-0-42/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-6005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-ZM-DS-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6005-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:43.383Z,0.42,Корея,Dongbu
akm,"Металочерепиця Monterrey Німеччина (ThyssenKrupp) Ice Crystal 0,50мм",2790,351,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/germaniya-thyssenkrupp-ice-crystal/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-kristal-8019-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-kristal-7016-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-crystal-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-crystal-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-crystal-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-crystal-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-crystal-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-crystal-9005-mat-175x175.jpg,[object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:43.559Z,0.50,Німеччина,ThyssenKrupp
akm,"Металочерепиця Monterrey Німеччина (ThyssenKrupp) МАТ 0,45мм",3616,299,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/metallocherepica-thyssenkrupp-0-45/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-7016-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-BS-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:43.849Z,0.45,Німеччина,ThyssenKrupp
akm,"Металочерепиця Monterrey Україна МАТ 0,40мм",2422,209,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-ukraina-mat-0-40mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-BS-AL-DS-GR-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-3005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-3005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6005-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:44.171Z,0.40,Україна,Україна
akm,"Металочерепиця Monterrey Україна МАТ 0,50мм",3002,254,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-ukraina-mat-0-50/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-mat-6005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-AL-DS-GR-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8017-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-8019-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7024-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-7016-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-9005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-3005-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-3005-mat-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6020-mat-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-6020-mat-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:44.782Z,0.50,Україна,Україна
akm,"Металочерепиця Monterrey Китай (Sutor) РЕ 0,45мм",0909,195,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-kitaj-re-045mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-re-6005-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-BS-AL-DS-GR-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-8017-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7016-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7016-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-3005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-6005-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7004-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-7004-175x175.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg,[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object],Металочерепиця,Monterrey,2026-02-08T07:25:45.105Z,0.45,Китай,Sutor
akm,"Металочерепиця Monterrey Словаччина (USS Kosice) РЕ 0,45мм",1049,273,,м²,в наявності,https://akm.kiev.ua/ua/metallocherepitsa/monterrey/monterrey-slovakiya-re-045mm/,https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/241125-m-monterej-re-8017-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/monterrey/2024/OBSCH-Monterej-002-DS-250x250.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-22x22.jpg | https://akm.kiev.ua/image/cache/catalog/metall/color/color-pe-9006-175x175.jpg,[object Object],Металочерепиця,Monterrey,2026-02-08T07:25:45.170Z,0.45,Словаччина,USS Kosice
